,Start_id,End_id,counts
0,30000,30000,1263
1,30000,30001,46
2,30000,30002,1
3,30000,30003,2
4,30000,30004,91
5,30000,30005,196
6,30000,30006,237
7,30000,30007,68
8,30000,30008,11
9,30000,30009,149
10,30000,30010,39
11,30000,30011,465
12,30000,30012,48
13,30000,30013,10
14,30000,30014,6
15,30000,30015,115
16,30000,30016,67
17,30000,30017,14
18,30000,30018,5
19,30000,30019,16
20,30000,30020,21
21,30000,30021,199
22,30000,30022,4
23,30000,30023,1
24,30000,30024,36
25,30000,30025,67
26,30000,30026,31
27,30000,30027,40
28,30000,30028,153
29,30000,30029,119
30,30000,30030,413
31,30000,30031,34
32,30000,30032,22
33,30000,30033,9
34,30000,30034,39
35,30000,30035,61
36,30000,30036,221
37,30000,30037,14
38,30000,30038,8
39,30000,30039,44
40,30000,30040,176
41,30000,30041,11
42,30000,30042,339
43,30000,30043,48
44,30000,30044,8
45,30000,30045,29
46,30000,30046,479
47,30000,30047,190
48,30000,30048,18
49,30000,30049,7
50,30000,30050,162
51,30000,30051,95
52,30000,30052,83
53,30000,30053,51
54,30000,30055,272
55,30000,30056,63
56,30000,30057,43
57,30000,30058,47
58,30000,30060,34
59,30000,30061,3
60,30000,30062,4
61,30000,30063,18
62,30000,30064,10
63,30000,30065,69
64,30000,30066,14
65,30000,30067,2
66,30000,30068,1
67,30000,30069,3
68,30000,30070,2
69,30000,30071,1
70,30000,30072,2
71,30000,30073,39
72,30000,30074,3
73,30000,30075,3
74,30000,30076,2
75,30000,30080,6
76,30000,30081,3
77,30000,30082,2
78,30000,30084,2
79,30000,30086,2
80,30000,30087,12
81,30000,30088,71
82,30000,30089,6
83,30000,30090,208
84,30000,30091,70
85,30000,30092,55
86,30000,30093,21
87,30000,30094,10
88,30000,30095,2
89,30000,30096,53
90,30000,30098,74
91,30000,30104,6
92,30000,30109,4
93,30000,30110,6
94,30000,30112,6
95,30000,30115,2
96,30001,30000,44
97,30001,30001,300
98,30001,30002,48
99,30001,30004,1
100,30001,30005,1
101,30001,30006,6
102,30001,30008,118
103,30001,30009,17
104,30001,30010,4
105,30001,30011,22
106,30001,30013,17
107,30001,30014,62
108,30001,30015,23
109,30001,30017,5
110,30001,30018,4
111,30001,30019,25
112,30001,30020,20
113,30001,30021,2
114,30001,30022,8
115,30001,30023,14
116,30001,30024,103
117,30001,30025,13
118,30001,30026,169
119,30001,30027,29
120,30001,30028,6
121,30001,30029,14
122,30001,30030,51
123,30001,30031,12
124,30001,30032,3
125,30001,30033,5
126,30001,30034,23
127,30001,30036,4
128,30001,30037,8
129,30001,30038,21
130,30001,30039,13
131,30001,30040,40
132,30001,30041,2
133,30001,30042,8
134,30001,30043,52
135,30001,30044,2
136,30001,30045,148
137,30001,30046,39
138,30001,30047,5
139,30001,30048,4
140,30001,30049,2
141,30001,30050,12
142,30001,30051,11
143,30001,30052,2
144,30001,30053,12
145,30001,30054,2
146,30001,30055,13
147,30001,30056,4
148,30001,30057,7
149,30001,30058,10
150,30001,30060,3
151,30001,30061,6
152,30001,30063,10
153,30001,30064,15
154,30001,30065,2
155,30001,30066,1
156,30001,30067,2
157,30001,30073,8
158,30001,30074,11
159,30001,30075,1
160,30001,30076,5
161,30001,30078,3
162,30001,30080,56
163,30001,30081,89
164,30001,30082,23
165,30001,30083,4
166,30001,30084,10
167,30001,30085,10
168,30001,30086,9
169,30001,30088,7
170,30001,30089,11
171,30001,30090,3
172,30001,30091,1
173,30001,30092,4
174,30001,30093,1
175,30001,30094,7
176,30001,30095,3
177,30001,30097,1
178,30001,30099,1
179,30001,30103,5
180,30001,30104,3
181,30001,30108,1
182,30001,30110,1
183,30001,30111,1
184,30001,30114,3
185,30002,30000,3
186,30002,30001,37
187,30002,30002,55
188,30002,30006,2
189,30002,30008,9
190,30002,30009,17
191,30002,30010,2
192,30002,30011,2
193,30002,30012,1
194,30002,30013,1
195,30002,30014,9
196,30002,30015,36
197,30002,30017,7
198,30002,30018,1
199,30002,30019,31
200,30002,30020,2
201,30002,30022,1
202,30002,30024,125
203,30002,30025,6
204,30002,30026,65
205,30002,30027,24
206,30002,30028,3
207,30002,30029,5
208,30002,30030,10
209,30002,30031,8
210,30002,30032,4
211,30002,30033,1
212,30002,30034,18
213,30002,30035,3
214,30002,30036,4
215,30002,30037,16
216,30002,30038,48
217,30002,30039,6
218,30002,30040,1
219,30002,30041,1
220,30002,30042,5
221,30002,30043,6
222,30002,30045,50
223,30002,30046,9
224,30002,30047,2
225,30002,30048,1
226,30002,30049,5
227,30002,30050,4
228,30002,30051,3
229,30002,30052,1
230,30002,30055,4
231,30002,30057,10
232,30002,30058,2
233,30002,30060,2
234,30002,30061,1
235,30002,30062,2
236,30002,30063,3
237,30002,30064,5
238,30002,30065,3
239,30002,30066,1
240,30002,30069,2
241,30002,30071,1
242,30002,30072,1
243,30002,30073,1
244,30002,30074,3
245,30002,30075,2
246,30002,30078,1
247,30002,30080,2
248,30002,30081,3
249,30002,30082,2
250,30002,30088,4
251,30002,30090,3
252,30002,30091,1
253,30002,30092,1
254,30002,30094,1
255,30002,30110,1
256,30002,30112,1
257,30003,30000,2
258,30003,30003,42
259,30003,30004,1
260,30003,30006,1
261,30003,30007,1
262,30003,30008,1
263,30003,30011,10
264,30003,30013,4
265,30003,30014,1
266,30003,30015,7
267,30003,30016,7
268,30003,30017,8
269,30003,30022,3
270,30003,30027,2
271,30003,30030,2
272,30003,30035,1
273,30003,30036,3
274,30003,30039,2
275,30003,30041,2
276,30003,30042,4
277,30003,30043,2
278,30003,30044,2
279,30003,30046,1
280,30003,30055,6
281,30003,30056,2
282,30003,30059,4
283,30003,30062,28
284,30003,30065,32
285,30003,30066,8
286,30003,30067,7
287,30003,30068,8
288,30003,30071,17
289,30003,30072,12
290,30003,30092,7
291,30003,30098,2
292,30004,30000,108
293,30004,30001,5
294,30004,30003,1
295,30004,30004,190
296,30004,30005,35
