,Start_id,End_id,counts
0,30000,30000,974
1,30000,30001,4
2,30000,30002,9
3,30000,30003,1
4,30000,30004,73
5,30000,30005,113
6,30000,30006,42
7,30000,30007,40
8,30000,30008,11
9,30000,30009,106
10,30000,30010,29
11,30000,30011,187
12,30000,30012,44
13,30000,30013,4
14,30000,30014,13
15,30000,30015,73
16,30000,30016,18
17,30000,30017,13
18,30000,30018,4
19,30000,30019,13
20,30000,30020,17
21,30000,30021,132
22,30000,30022,4
23,30000,30023,2
24,30000,30024,22
25,30000,30025,32
26,30000,30026,25
27,30000,30027,35
28,30000,30028,51
29,30000,30029,78
30,30000,30030,207
31,30000,30031,23
32,30000,30032,45
33,30000,30033,2
34,30000,30034,25
35,30000,30035,35
36,30000,30036,53
37,30000,30037,8
38,30000,30038,2
39,30000,30039,45
40,30000,30040,99
41,30000,30041,15
42,30000,30042,105
43,30000,30043,9
44,30000,30044,15
45,30000,30045,15
46,30000,30046,86
47,30000,30047,110
48,30000,30048,7
49,30000,30050,119
50,30000,30051,69
51,30000,30052,16
52,30000,30053,86
53,30000,30054,2
54,30000,30055,44
55,30000,30056,39
56,30000,30057,63
57,30000,30058,34
58,30000,30059,4
59,30000,30060,16
60,30000,30061,3
61,30000,30062,5
62,30000,30063,13
63,30000,30064,3
64,30000,30065,51
65,30000,30066,3
66,30000,30067,1
67,30000,30068,1
68,30000,30070,1
69,30000,30074,14
70,30000,30075,6
71,30000,30076,6
72,30000,30077,3
73,30000,30078,1
74,30000,30080,4
75,30000,30081,1
76,30000,30083,2
77,30000,30084,23
78,30000,30085,1
79,30000,30087,36
80,30000,30088,156
81,30000,30089,39
82,30000,30090,252
83,30000,30091,229
84,30000,30092,123
85,30000,30093,51
86,30000,30094,3
87,30000,30095,5
88,30000,30096,76
89,30000,30097,1
90,30000,30098,103
91,30000,30099,3
92,30000,30103,2
93,30000,30104,108
94,30000,30105,1
95,30000,30108,1
96,30000,30109,13
97,30000,30110,27
98,30000,30112,61
99,30000,30113,5
100,30000,30114,6
101,30000,30115,37
102,30000,30119,1
103,30000,30140,1
104,30000,30142,51
105,30000,30143,248
106,30000,30144,220
107,30000,30145,26
108,30000,30146,2
109,30000,30147,11
110,30000,30149,8
111,30000,30151,211
112,30000,30152,81
113,30000,30154,645
114,30000,30155,2
115,30000,30156,3
116,30000,30157,10
117,30000,30158,30
118,30000,30160,11
119,30000,30161,1
120,30000,30162,4
121,30000,30163,3
122,30000,30165,1
123,30000,30166,9
124,30000,30168,49
125,30000,30169,65
126,30000,30170,156
127,30000,30171,42
128,30000,30172,139
129,30000,30173,12
130,30000,30175,24
131,30000,30176,46
132,30000,30177,17
133,30000,30178,13
134,30000,30179,36
135,30000,30180,50
136,30000,30181,41
137,30000,30182,72
138,30000,30183,30
139,30000,30184,90
140,30000,30185,41
141,30000,30186,135
142,30000,30187,8
143,30000,30188,48
144,30000,30189,35
145,30000,30190,9
146,30000,30191,1
147,30000,30193,1
148,30000,30194,4
149,30000,30195,1
150,30000,30196,1
151,30000,30197,6
152,30000,30198,5
153,30001,30000,8
154,30001,30001,176
155,30001,30002,28
156,30001,30003,1
157,30001,30004,2
158,30001,30005,3
159,30001,30007,3
160,30001,30008,24
161,30001,30009,16
162,30001,30011,8
163,30001,30012,1
164,30001,30013,8
165,30001,30014,43
166,30001,30015,27
167,30001,30017,5
168,30001,30018,15
169,30001,30019,10
170,30001,30020,3
171,30001,30021,2
172,30001,30022,5
173,30001,30023,12
174,30001,30024,43
175,30001,30025,6
176,30001,30026,44
177,30001,30027,51
178,30001,30029,7
179,30001,30030,3
180,30001,30031,12
181,30001,30032,4
182,30001,30033,1
183,30001,30034,17
184,30001,30035,3
185,30001,30036,17
186,30001,30037,12
187,30001,30038,6
188,30001,30039,1
189,30001,30040,5
190,30001,30041,5
191,30001,30042,5
192,30001,30044,15
193,30001,30045,102
194,30001,30046,15
195,30001,30047,6
196,30001,30049,2
197,30001,30050,7
198,30001,30051,23
199,30001,30053,6
200,30001,30054,32
201,30001,30055,4
202,30001,30057,2
203,30001,30058,10
204,30001,30060,1
205,30001,30061,6
206,30001,30064,5
207,30001,30066,2
208,30001,30071,1
209,30001,30074,4
210,30001,30076,10
211,30001,30077,24
212,30001,30078,2
213,30001,30080,13
214,30001,30081,52
215,30001,30083,7
216,30001,30084,4
217,30001,30085,8
218,30001,30086,2
219,30001,30087,1
220,30001,30088,11
221,30001,30089,3
222,30001,30090,16
223,30001,30092,1
224,30001,30093,2
225,30001,30094,6
226,30001,30099,5
227,30001,30101,3
228,30001,30104,1
229,30001,30105,2
230,30001,30110,2
231,30001,30111,1
232,30001,30112,2
233,30001,30113,15
234,30001,30114,1
235,30001,30115,12
236,30001,30143,6
237,30001,30144,4
238,30001,30145,2
239,30001,30147,47
240,30001,30148,3
241,30001,30149,94
242,30001,30153,3
243,30001,30154,38
244,30001,30155,10
245,30001,30156,6
246,30001,30158,34
247,30001,30160,4
248,30001,30161,23
249,30001,30162,7
250,30001,30163,9
251,30001,30164,2
252,30001,30165,8
253,30001,30167,29
254,30001,30168,2
255,30001,30170,1
256,30001,30171,3
257,30001,30172,4
258,30001,30174,8
259,30001,30179,1
260,30001,30180,2
261,30001,30182,3
262,30001,30183,25
263,30001,30184,6
264,30001,30185,7
265,30001,30186,1
266,30001,30187,1
267,30001,30188,2
268,30001,30189,2
269,30001,30194,3
270,30001,30198,8
271,30002,30000,9
272,30002,30001,26
273,30002,30002,164
274,30002,30003,55
275,30002,30004,4
276,30002,30005,7
277,30002,30006,2
278,30002,30008,10
279,30002,30009,14
280,30002,30010,1
281,30002,30011,8
282,30002,30013,2
283,30002,30014,33
284,30002,30015,96
285,30002,30016,1
286,30002,30017,1
287,30002,30018,4
288,30002,30019,33
289,30002,30020,12
290,30002,30022,2
291,30002,30024,107
292,30002,30025,9
293,30002,30026,101
294,30002,30027,34
295,30002,30028,11
296,30002,30029,9
297,30002,30030,32
298,30002,30031,5
299,30002,30032,7
300,30002,30033,1
301,30002,30034,79
302,30002,30036,7
303,30002,30037,55
304,30002,30038,6
305,30002,30040,2
306,30002,30042,1
307,30002,30043,3
308,30002,30044,4
309,30002,30045,140
310,30002,30046,10
311,30002,30047,6
312,30002,30048,2
313,30002,30049,1
314,30002,30050,5
315,30002,30051,5
316,30002,30053,4
317,30002,30054,5
318,30002,30055,6
319,30002,30056,3
320,30002,30057,91
321,30002,30058,28
322,30002,30060,2
323,30002,30061,1
324,30002,30063,10
325,30002,30064,2
326,30002,30066,1
327,30002,30067,1
328,30002,30068,1
329,30002,30069,1
330,30002,30071,3
331,30002,30074,12
332,30002,30076,1
333,30002,30077,1
334,30002,30079,2
335,30002,30080,65
336,30002,30081,6
337,30002,30082,2
338,30002,30083,2
339,30002,30084,2
340,30002,30085,1
341,30002,30087,1
342,30002,30088,20
343,30002,30089,2
344,30002,30090,12
345,30002,30091,15
346,30002,30093,1
347,30002,30095,6
348,30002,30098,3
349,30002,30099,1
350,30002,30104,6
351,30002,30106,1
352,30002,30109,6
353,30002,30110,3
354,30002,30111,3
355,30002,30112,7
356,30002,30113,2
357,30002,30114,1
358,30002,30115,62
359,30002,30142,1
360,30002,30143,13
361,30002,30145,2
362,30002,30147,95
363,30002,30148,4
364,30002,30149,33
365,30002,30152,1
366,30002,30154,27
367,30002,30155,4
368,30002,30158,5
369,30002,30160,4
370,30002,30161,25
371,30002,30162,6
372,30002,30163,3
373,30002,30164,1
374,30002,30167,9
375,30002,30171,3
376,30002,30172,3
377,30002,30177,1
378,30002,30178,1
379,30002,30179,2
380,30002,30182,5
381,30002,30183,98
382,30002,30184,11
383,30002,30185,1
384,30002,30186,5
385,30002,30189,8
386,30002,30190,2
387,30002,30191,4
388,30002,30193,1
389,30002,30195,7
390,30002,30197,2
391,30003,30000,4
392,30003,30002,56
393,30003,30003,49
394,30003,30004,5
395,30003,30006,1
396,30003,30008,4
397,30003,30009,1
398,30003,30010,1
399,30003,30011,2
400,30003,30012,1
401,30003,30014,3
402,30003,30016,1
403,30003,30017,1
404,30003,30026,33
405,30003,30027,7
406,30003,30028,3
407,30003,30029,4
408,30003,30036,5
409,30003,30037,2
410,30003,30038,1
411,30003,30039,20
412,30003,30040,11
413,30003,30042,47
414,30003,30043,4
415,30003,30045,1
416,30003,30047,3
417,30003,30051,1
418,30003,30053,3
419,30003,30054,1
420,30003,30056,2
421,30003,30059,3
422,30003,30060,1
423,30003,30065,6
424,30003,30066,8
425,30003,30067,19
426,30003,30068,9
427,30003,30070,1
428,30003,30071,18
429,30003,30072,2
430,30003,30084,2
431,30003,30089,1
432,30003,30091,2
433,30003,30092,1
434,30003,30098,6
435,30003,30104,2
436,30003,30142,4
437,30003,30144,1
438,30003,30146,1
439,30003,30151,1
440,30003,30152,2
441,30003,30153,1
442,30003,30154,2
443,30003,30168,1
444,30003,30173,2
445,30003,30176,1
446,30003,30179,4
447,30003,30183,1
448,30003,30184,2
449,30003,30188,9
450,30003,30189,1
451,30004,30000,61
452,30004,30001,6
453,30004,30002,3
454,30004,30003,6
455,30004,30004,143
456,30004,30005,29
457,30004,30006,18
458,30004,30007,33
459,30004,30008,11
460,30004,30009,28
461,30004,30010,64
462,30004,30011,111
463,30004,30012,15
464,30004,30013,37
465,30004,30014,2
466,30004,30015,18
467,30004,30016,63
468,30004,30017,102
469,30004,30018,10
470,30004,30019,2
471,30004,30020,35
472,30004,30021,88
473,30004,30022,31
474,30004,30023,1
475,30004,30024,1
476,30004,30025,7
477,30004,30026,24
478,30004,30028,11
479,30004,30029,209
480,30004,30030,91
481,30004,30031,4
482,30004,30032,1
483,30004,30033,2
484,30004,30034,6
485,30004,30035,203
486,30004,30036,70
487,30004,30037,7
488,30004,30039,52
489,30004,30040,64
490,30004,30041,18
491,30004,30042,119
492,30004,30043,37
493,30004,30044,61
494,30004,30046,21
495,30004,30047,35
496,30004,30048,57
497,30004,30050,97
498,30004,30051,28
499,30004,30052,76
500,30004,30053,55
501,30004,30054,2
502,30004,30055,1
503,30004,30056,46
504,30004,30057,3
505,30004,30058,1
506,30004,30059,9
507,30004,30060,55
508,30004,30061,28
509,30004,30062,24
510,30004,30063,11
511,30004,30064,9
512,30004,30065,21
513,30004,30066,6
514,30004,30067,1
515,30004,30069,1
516,30004,30071,5
517,30004,30072,6
518,30004,30073,9
519,30004,30074,1
520,30004,30077,1
521,30004,30079,1
522,30004,30080,3
523,30004,30081,3
524,30004,30083,1
525,30004,30084,29
526,30004,30087,39
527,30004,30088,25
528,30004,30089,46
529,30004,30090,28
530,30004,30091,40
531,30004,30092,69
532,30004,30093,224
533,30004,30094,18
534,30004,30095,18
535,30004,30096,19
536,30004,30097,6
537,30004,30098,8
538,30004,30104,26
539,30004,30110,13
540,30004,30112,7
541,30004,30114,1
542,30004,30115,5
543,30004,30125,2
544,30004,30142,19
545,30004,30143,24
546,30004,30144,24
547,30004,30145,2
548,30004,30147,3
549,30004,30148,9
550,30004,30151,6
551,30004,30152,9
552,30004,30154,33
553,30004,30157,9
554,30004,30158,78
555,30004,30160,41
556,30004,30161,5
557,30004,30163,2
558,30004,30165,11
559,30004,30166,4
560,30004,30168,1
561,30004,30170,59
562,30004,30171,8
563,30004,30172,9
564,30004,30173,5
565,30004,30175,6
566,30004,30176,33
567,30004,30177,3
568,30004,30178,1
569,30004,30179,9
570,30004,30180,42
571,30004,30181,13
572,30004,30182,9
573,30004,30183,4
574,30004,30184,101
575,30004,30185,10
576,30004,30186,103
577,30004,30187,125
578,30004,30188,29
579,30004,30189,2
580,30004,30193,2
581,30004,30194,1
582,30004,30196,1
583,30005,30000,77
584,30005,30001,1
585,30005,30002,3
586,30005,30003,1
587,30005,30004,22
588,30005,30005,83
589,30005,30006,11
590,30005,30007,8
591,30005,30008,4
592,30005,30009,67
593,30005,30010,10
594,30005,30011,66
595,30005,30012,1
596,30005,30013,5
597,30005,30014,3
598,30005,30015,15
599,30005,30016,8
600,30005,30017,11
601,30005,30018,11
602,30005,30019,3
603,30005,30020,2
604,30005,30021,43
605,30005,30022,4
606,30005,30024,9
607,30005,30025,16
608,30005,30026,6
609,30005,30027,15
610,30005,30028,15
611,30005,30029,239
612,30005,30030,110
613,30005,30031,109
614,30005,30032,9
615,30005,30033,10
616,30005,30034,6
617,30005,30035,6
618,30005,30036,24
619,30005,30038,1
620,30005,30039,19
621,30005,30040,20
622,30005,30041,3
623,30005,30042,53
624,30005,30043,4
625,30005,30044,1
626,30005,30045,6
627,30005,30046,21
628,30005,30047,33
629,30005,30048,7
630,30005,30049,2
631,30005,30050,24
632,30005,30051,9
633,30005,30052,7
634,30005,30053,67
635,30005,30054,1
636,30005,30055,13
637,30005,30056,8
638,30005,30057,32
639,30005,30058,4
640,30005,30059,1
641,30005,30060,8
642,30005,30061,2
643,30005,30063,11
644,30005,30064,1
645,30005,30065,5
646,30005,30066,3
647,30005,30070,1
648,30005,30074,1
649,30005,30075,4
650,30005,30076,3
651,30005,30081,2
652,30005,30083,3
653,30005,30084,9
654,30005,30085,1
655,30005,30087,3
656,30005,30088,47
657,30005,30089,3
658,30005,30090,39
659,30005,30091,54
660,30005,30092,38
661,30005,30093,18
662,30005,30095,1
663,30005,30096,109
664,30005,30098,28
665,30005,30104,139
666,30005,30109,13
667,30005,30110,24
668,30005,30111,3
669,30005,30112,80
670,30005,30113,2
671,30005,30114,1
672,30005,30115,14
673,30005,30123,1
674,30005,30142,24
675,30005,30143,22
676,30005,30144,12
677,30005,30145,1
678,30005,30147,1
679,30005,30149,5
680,30005,30151,10
681,30005,30152,163
682,30005,30154,93
683,30005,30155,1
684,30005,30156,1
685,30005,30157,2
686,30005,30158,12
687,30005,30160,3
688,30005,30161,2
689,30005,30163,2
690,30005,30165,1
691,30005,30166,6
692,30005,30168,13
693,30005,30169,13
694,30005,30170,15
695,30005,30171,9
696,30005,30172,27
697,30005,30173,5
698,30005,30175,13
699,30005,30176,8
700,30005,30177,15
701,30005,30178,12
702,30005,30179,12
703,30005,30180,24
704,30005,30181,21
705,30005,30182,26
706,30005,30183,15
707,30005,30184,59
708,30005,30185,37
709,30005,30186,33
710,30005,30187,1
711,30005,30188,8
712,30005,30189,8
713,30005,30190,15
714,30005,30192,2
715,30005,30193,1
716,30005,30194,1
717,30005,30196,6
718,30005,30197,3
719,30005,30198,2
720,30006,30000,46
