"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-04","18.34","0.01","0.0","0",,"48","34"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-05","7.38","0.00","0.0","0",,"56","30"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-06","6.26","0.00","0.0","0",,"58","39"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-07","6.93","0.00","0.0","0",,"64","36"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-08","8.50","0.00","0.0","0",,"64","41"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-09","9.62","0.01","0.0","0",,"58","48"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-10","16.55","0.10","0.0","0",,"76","46"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-11","11.86","0.00","0.0","0",,"63","43"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-12","6.49","0.00","0.0","0",,"68","42"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-13","11.63","0.00","0.0","0",,"62","44"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-14","16.55","0.00","0.0","0",,"48","35"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-15","19.91","0.13","0.6","0",,"49","33"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-16","15.66","0.00","0.0","1",,"41","32"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-17","10.96","0.00","0.0","0",,"49","32"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-18","6.26","0.00","0.0","0",,"50","35"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-19","11.18","0.00","0.0","0",,"45","35"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-20","6.04","0.20","1.3","1",,"46","32"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-21","7.38","0.16","0.0","0",,"50","32"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-22","11.86","0.09","0.0","0",,"45","39"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-23","6.49","0.04","0.0","0",,"48","39"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-24","3.36","0.00","0.0","0",,"62","36"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-25","6.93","0.00","0.0","0",,"65","39"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-26","17.45","1.46","0.0","0",,"57","38"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-27","10.96","0.00","0.0","0",,"44","35"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-28","9.62","0.06","0.0","0",,"56","35"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-29","10.74","0.00","0.0","0",,"65","36"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-04-30","14.99","0.47","0.0","0",,"60","43"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-01","19.46","0.00","0.0","0",,"43","33"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-02","9.62","0.00","0.0","0",,"40","33"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-03","6.93","0.00","0.0","0",,"59","32"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-04","11.18","0.00","0.0","0",,"66","37"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-05","10.29","0.15","0.0","0",,"63","46"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-06","4.03","0.00","0.0","0",,"70","45"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-07","6.26","0.00","0.0","0",,"72","53"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-08","11.18","0.18","0.0","0",,"65","53"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-09","14.76","0.47","0.0","0",,"70","54"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-10","10.51","0.00","0.0","0",,"88","56"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-11","5.37","0.02","0.0","0",,"78","61"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-12","10.07","0.02","0.0","0",,"65","51"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-13","12.53","0.00","0.0","0",,"56","46"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-14","11.63","0.08","0.0","0",,"52","44"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-15","14.32","0.00","0.0","0",,"64","44"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-16","9.17","0.00","0.0","0",,"69","40"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-17","6.93","0.00","0.0","0",,"68","44"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-18","7.61","0.00","0.0","0",,"73","49"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-19","7.61","0.00","0.0","0",,"71","58"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-20","10.51","0.28","0.0","0",,"73","59"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-21","11.41","1.74","0.0","0",,"73","61"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-22","10.51","0.57","0.0","0",,"69","58"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-23","10.29","0.01","0.0","0",,"75","59"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-24","10.29","0.01","0.0","0",,"67","56"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-25","13.42","0.10","0.0","0",,"64","50"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-26","7.83","0.00","0.0","0",,"64","45"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-27","10.51","0.22","0.0","0",,"63","47"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-28","7.16","0.15","0.0","0",,"70","50"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-29","7.16","0.01","0.0","0",,"68","54"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-30","13.87","0.03","0.0","0",,"88","62"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-05-31","18.57","0.00","0.0","0",,"77","59"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-01","10.29","0.00","0.0","0",,"76","55"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-02","16.55","0.00","0.0","0",,"80","60"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-03","11.41","0.02","0.0","0",,"91","68"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-04","5.82","0.00","0.0","0",,"84","64"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-05","6.26","0.00","0.0","0",,"84","62"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-06","5.82","0.00","0.0","0",,"97","70"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-07","12.30","0.00","0.0","0",,"103","78"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-08","12.75","0.00","0.0","0",,"83","58"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-09","12.75","0.00","0.0","0",,"68","52"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-10","8.50","0.29","0.0","0",,"62","53"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-11","7.16","0.02","0.0","0",,"69","52"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-12","6.04","0.00","0.0","0",,"68","52"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-13","11.63","0.00","0.0","0",,"77","55"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-14","12.97","0.92","0.0","0",,"80","61"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-15","7.61","0.43","0.0","0",,"74","58"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-16","7.16","0.00","0.0","0",,"80","62"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-17","9.62","0.80","0.0","0",,"84","60"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-18","6.71","0.28","0.0","0",,"72","67"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-19","6.49","0.00","0.0","0",,"79","63"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-20","12.97","0.00","0.0","0",,"77","62"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-21","14.76","1.20","0.0","0",,"79","65"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-22","11.41","1.29","0.0","0",,"70","53"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-23","11.86","0.01","0.0","0",,"63","53"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-24","4.92","0.00","0.0","0",,"78","52"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-25","6.04","0.02","0.0","0",,"68","61"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-26","8.95","0.00","0.0","0",,"79","61"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-27","11.63","0.00","0.0","0",,"77","61"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-28","4.92","0.00","0.0","0",,"79","58"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-29","10.96","0.00","0.0","0",,"86","62"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-06-30","10.74","0.00","0.0","0",,"95","72"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-01","8.05","0.14","0.0","0",,"99","71"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-02","7.38","0.00","0.0","0",,"85","67"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-03","3.80","0.00","0.0","0",,"86","64"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-04","6.49","0.00","0.0","0",,"90","68"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-05","7.16","0.01","0.0","0",,"88","70"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-06","4.03","0.00","0.0","0",,"87","64"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-07","3.80","0.00","0.0","0",,"87","69"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-08","3.80","0.00","0.0","0",,"91","71"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-09","11.18","0.00","0.0","0",,"88","76"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-10","7.61","0.62","0.0","0",,"92","69"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-11","9.17","0.00","0.0","0",,"88","69"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-12","7.38","0.00","0.0","0",,"78","65"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-13","8.28","0.00","0.0","0",,"77","61"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-14","10.74","0.13","0.0","0",,"74","64"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-15","8.95","1.84","0.0","0",,"77","71"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-16","8.05","1.08","0.0","0",,"87","71"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-17","7.38","0.00","0.0","0",,"93","79"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-18","4.92","0.00","0.0","0",,"98","80"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-19","9.17","0.28","0.0","0",,"97","74"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-20","13.65","0.00","0.0","0",,"96","80"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-21","5.59","0.00","0.0","0",,"86","71"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-22","5.82","0.00","0.0","0",,"89","71"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-23","10.51","0.68","0.0","0",,"85","68"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-24","6.71","0.00","0.0","0",,"83","63"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-25","5.82","0.00","0.0","0",,"89","68"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-26","8.95","0.00","0.0","0",,"84","68"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-27","8.05","0.44","0.0","0",,"89","72"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-28","5.82","0.00","0.0","0",,"89","73"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-29","3.80","0.00","0.0","0",,"89","68"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-30","8.95","0.01","0.0","0",,"90","68"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-07-31","4.92","0.00","0.0","0",,"93","68"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-01","8.95","0.82","0.0","0",,"83","71"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-02","9.40","0.01","0.0","0",,"88","74"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-03","5.37","0.00","0.0","0",,"87","67"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-04","4.47","0.00","0.0","0",,"85","68"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-05","4.92","0.00","0.0","0",,"85","70"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-06","7.16","0.00","0.0","0",,"88","73"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-07","5.37","0.00","0.0","0",,"82","67"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-08","6.49","0.00","0.0","0",,"82","68"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-09","11.18","0.00","0.0","0",,"76","62"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-10","6.49","0.00","0.0","0",,"81","58"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-11","6.93","0.00","0.0","0",,"84","63"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-12","6.93","0.01","0.0","0",,"77","65"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-13","6.71","0.61","0.0","0",,"81","62"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-14","2.91","0.00","0.0","0",,"84","63"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-15","8.05","0.00","0.0","0",,"84","67"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-16","9.17","1.42","0.0","0",,"84","68"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-17","6.04","0.00","0.0","0",,"81","62"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-18","6.26","0.00","0.0","0",,"84","61"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-19","8.28","0.01","0.0","0",,"84","65"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-20","5.37","0.01","0.0","0",,"78","61"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-21","3.36","0.00","0.0","0",,"79","61"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-22","7.16","0.00","0.0","0",,"85","62"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-23","8.28","0.12","0.0","0",,"87","68"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-24","12.97","0.00","0.0","0",,"81","67"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-25","4.25","0.00","0.0","0",,"83","63"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-26","8.28","0.00","0.0","0",,"87","66"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-27","4.25","0.00","0.0","0",,"79","60"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-28","2.91","0.00","0.0","0",,"78","59"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-29","3.13","0.00","0.0","0",,"81","59"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-30","8.50","0.02","0.0","0",,"71","64"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-08-31","6.49","0.00","0.0","0",,"85","64"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-01","8.50","0.00","0.0","0",,"94","71"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-02","6.93","0.02","0.0","0",,"82","72"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-03","9.17","0.00","0.0","0",,"81","60"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-04","11.63","0.00","0.0","0",,"71","53"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-05","3.80","0.00","0.0","0",,"72","48"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-06","6.04","0.00","0.0","0",,"74","51"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-07","3.13","0.00","0.0","0",,"79","53"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-08","5.82","0.00","0.0","0",,"86","57"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-09","6.26","0.00","0.0","0",,"90","63"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-10","3.36","0.00","0.0","0",,"89","63"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-11","5.37","0.00","0.0","0",,"89","65"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-12","12.75","0.00","0.0","0",,"90","61"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-13","10.07","0.00","0.0","0",,"70","54"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-14","12.08","0.00","0.0","0",,"60","41"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-15","3.36","0.00","0.0","0",,"58","36"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-16","8.72","0.00","0.0","0",,"60","48"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-17","11.41","0.00","0.0","0",,"67","49"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-18","6.71","0.20","0.0","0",,"61","53"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-19","4.03","0.00","0.0","0",,"75","51"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-20","14.54","0.04","0.0","0",,"73","55"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-21","15.21","0.05","0.0","0",,"61","49"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-22","6.26","0.00","0.0","0",,"57","46"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-23","2.68","0.00","0.0","0",,"60","47"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-24","3.80","0.00","0.0","0",,"62","41"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-25","6.26","0.00","0.0","0",,"67","45"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-26","12.75","0.00","0.0","0",,"70","53"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-27","4.47","0.05","0.0","0",,"67","58"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-28","2.46","0.00","0.0","0",,"81","56"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-29","18.57","0.00","0.0","0",,"66","55"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-09-30","10.29","0.00","0.0","0",,"64","44"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-10-01","6.26","0.00","0.0","0",,"64","38"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-10-02","4.92","0.00","0.0","0",,"80","43"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-10-03","6.04","0.00","0.0","0",,"83","50"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-10-04","8.72","0.00","0.0","0",,"85","52"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-10-05","8.28","0.00","0.0","0",,"88","62"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-10-06","11.41","0.00","0.0","0",,"83","57"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-10-07","17.67","0.00","0.0","0",,"85","65"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-10-08","9.62","0.00","0.0","0",,"83","71"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-10-09","7.61","0.00","0.0","0",,"83","64"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-10-10","9.62","0.12","0.0","0",,"76","57"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-10-11","7.38","0.02","0.0","0",,"76","54"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-10-12","5.14","0.54","0.0","0",,"69","57"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-10-13","9.17","0.00","0.0","0",,"60","48"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-10-14","16.11","0.00","0.0","0",,"57","48"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-10-15","12.97","0.00","0.0","0",,"60","43"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2011-10-16","16.11","0.00","0.0","0",,"59","45"
