"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-11-18","12.30","0.00","0.0","0","33","36","25"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-11-19","14.54","0.00","0.0","0","32","47","23"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-11-20","12.08","0.00","0.0","0","43","45","37"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-11-21","10.51","0.01","0.0","0","35","39","25"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-11-22","11.18","0.00","0.0","0","25","33","13"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-11-23","9.62","0.00","0.0","0","15","19","7"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-11-24","11.41","0.00","0.0","0","16","31","8"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-11-25","13.87","0.00","0.0","0","32","40","28"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-11-26","15.66","0.00","0.0","0","26","31","15"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-11-27","6.71","0.00","0.0","0","17","25","9"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-11-28","6.71","0.00","0.0","0","24","29","15"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-11-29","7.61","0.00","0.0","0","21","34","14"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-11-30","5.59","0.00","0.0","0","31","42","25"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-01","2.01","0.00","0.0","0","30","34","21"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-02","10.51","0.12","0.5","0","31","38","28"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-03","8.50","0.08","0.0","0","35","36","32"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-04","10.51","0.52","4.1","1","31","32","14"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-05","14.76","0.00","0.0","3","12","14","0"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-06","8.05","0.00","0.0","3","0","5","-7"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-07","4.92","0.00","0.0","3","-5","1","-11"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-08","6.71","0.07","1.6","3","3","12","-1"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-09","10.07","0.00","0.1","4","5","12","-3"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-10","10.29","0.06","1.8","5","4","13","2"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-11","8.05","0.00","0.0","4","1","5","-8"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-12","3.36","0.00","0.0","4","7","19","1"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-13","11.63","0.02","0.1","4","16","17","11"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-14","7.38","0.06","0.7","5","12","16","0"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-15","7.83","0.00","0.0","5","2","4","-1"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-16","7.16","0.10","1.1","5","6","22","1"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-17","12.97","0.00","0.0","6","24","33","9"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-18","6.93","0.00","0.0","6","20","37","8"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-19","11.86","0.03","0.4","5","22","28","16"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-20","5.59","0.02","0.3","6","17","20","15"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-21","6.49","0.00","0.0","6","20","23","16"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-22","9.17","0.03","0.8","6","18","19","5"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-23","10.07","0.00","0.3","7","3","5","-6"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-24","7.83","0.23","2.8","6","-3","11","-13"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-25","6.49","0.02","0.2","9","15","28","9"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-26","2.24","0.01","0.2","9","17","26","11"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-27","6.04","0.00","0.0","8","26","40","14"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-28","8.28","0.00","0.0","7","32","47","20"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-29","13.20","0.00","0.0","5","11","20","-11"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-30","3.80","0.09","0.9","5","-7","2","-11"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2013-12-31","5.14","0.00","0.0","6","-3","-1","-9"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-01","6.71","0.00","0.0","6","-5","1","-8"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-02","4.92","0.00","0.0","6","-2","4","-10"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-03","13.20","0.12","0.3","6","2","29","-10"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-04","13.20","0.02","0.0","6","22","35","-2"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-05","13.20","0.00","0.0","6","-4","-2","-20"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-06","13.42","0.00","0.0","6","-17","-12","-23"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-07","4.70","0.00","0.0","6","-9","5","-15"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-08","2.24","0.00","0.0","6","-3","4","-11"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-09","10.29","0.00","0.0","6","4","20","-11"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-10","8.28","0.00","0.0","6","22","31","16"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-11","8.50","0.00","0.0","6","29","32","23"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-12","6.49","0.00","0.0","6","30","40","22"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-13","8.95","0.01","0.3","6","31","34","27"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-14","14.76","0.26","4.1","9","24","28","7"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-15","9.62","0.03","0.5","10","8","25","-1"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-16","16.55","0.05","0.6","11","23","35","7"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-17","9.62","0.00","0.0","10","7","13","1"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-18","9.84","0.17","4.5","14","13","23","9"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-19","9.62","0.00","0.0","13","26","39","17"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-20","13.65","0.01","0.2","10","24","31","-3"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-21","6.26","0.02","0.5","10","-5","6","-13"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-22","15.21","0.01","0.6","11","4","8","-8"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-23","8.95","0.00","0.0","11","-9","2","-17"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-24","12.97","0.08","1.3","10","13","33","2"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-25","14.32","0.11","2.3","11","14","24","2"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-26","17.67","0.09","1.1","13","8","18","-8"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-27","12.53","0.00","0.0","12","-9","-6","-16"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-28","8.05","0.00","0.0","12","-10","0","-16"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-29","7.16","0.00","0.0","12","4","34","-6"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-30","11.41","0.44","6.4","12","22","28","-4"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-01-31","5.59","0.00","0.0","16","-1","9","-9"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-01","8.95","0.00","0.0","16","9","22","-1"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-02","4.70","0.00","0.0","15","3","14","-7"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-03","4.47","0.00","0.0","14","7","16","-1"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-04","7.38","0.00","0.0","14","6","11","-1"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-05","11.41","0.00","0.0","14","2","4","-5"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-06","9.17","0.00","0.0","14","-3","4","-11"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-07","9.40","0.00","0.0","13","2","12","-5"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-08","3.36","0.00","0.0","13","6","15","-4"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-09","10.51","0.00","0.0","13","6","9","-7"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-10","5.59","0.00","0.0","13","-3","8","-11"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-11","8.95","0.00","0.0","13","-1","13","-12"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-12","5.14","0.03","0.5","13","16","24","12"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-13","13.42","0.00","0.2","13","20","30","5"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-14","8.28","0.00","0.0","13","8","16","1"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-15","7.38","0.12","1.8","13","8","19","0"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-16","9.17","0.00","0.0","14","15","22","4"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-17","9.84","0.32","4.9","15","22","29","18"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-18","6.93","0.00","0.0","18","27","44","16"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-19","7.61","0.00","0.0","17","31","40","21"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-20","11.18","0.83","8.4","16","33","36","15"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-21","19.24","0.06","1.5","24","15","16","6"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-22","14.32","0.00","0.0","23","11","14","4"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-23","11.41","0.00","0.0","21","9","17","1"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-24","9.40","0.01","0.2","20","7","14","-3"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-25","11.41","0.00","0.0","20","3","6","-7"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-26","17.22","0.00","0.0","20","0","20","-11"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-27","7.38","0.00","0.0","20","-3","1","-14"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-02-28","8.05","0.04","0.9","20","-1","14","-9"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-01","13.20","0.00","0.0","21","3","8","-7"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-02","8.05","0.00","0.0","20","-6","3","-15"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-03","4.92","0.02","0.3","19","-2","10","-10"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-04","6.71","0.00","0.0","19","11","19","7"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-05","7.38","0.00","0.0","19","18","24","12"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-06","11.86","0.00","0.0","16","18","26","12"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-07","10.51","0.00","0.0","16","27","33","23"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-08","7.83","0.00","0.0","16","24","29","15"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-09","7.61","0.00","0.0","15","28","44","17"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-10","5.14","0.00","0.0","15","42","53","32"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-11","11.18","0.00","0.0","13","40","44","29"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-12","8.50","0.00","0.0","11","27","30","19"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-13","7.61","0.00","0.0","10","31","50","20"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-14","14.76","0.00","0.0","6","41","44","26"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-15","9.62","0.00","0.0","5","27","31","20"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-16","8.72","0.00","0.0","5","20","25","11"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-17","13.42","0.06","0.2","4","26","35","23"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-18","11.63","0.15","2.3","4","33","37","28"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-19","10.96","0.06","0.6","7","30","36","26"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-20","5.37","0.00","0.0","6","32","44","22"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-21","14.32","0.00","0.0","4","35","45","20"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-22","14.32","0.00","0.0","2","19","22","8"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-23","5.82","0.00","0.0","2","16","26","8"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-24","8.95","0.08","1.2","2","23","31","17"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-25","12.30","0.00","0.0","2","19","24","10"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-26","14.99","0.00","0.0","2","24","40","13"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-27","11.18","0.44","0.1","0","38","40","31"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-28","8.50","0.00","0.0","0","33","38","27"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-29","6.04","0.00","0.0","0","32","43","22"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-30","12.30","0.00","0.0","0","44","60","36"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-03-31","13.42","0.01","0.0","0","49","58","29"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-01","14.99","0.02","0.2","0","32","37","20"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-02","8.72","0.00","0.0","0","31","43","21"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-03","13.42","0.68","5.0","0","36","40","27"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-04","14.54","0.11","1.5","6","30","40","25"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-05","8.05","0.00","0.0","4","35","50","24"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-06","8.28","0.00","0.0","0","48","62","40"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-07","8.50","0.00","0.0","0","51","60","38"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-08","10.74","0.00","0.0","0","45","54","34"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-09","11.63","0.00","0.0","0","49","71","35"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-10","13.87","0.00","0.0","0","58","62","45"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-11","6.26","0.00","0.0","0","51","63","43"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-12","12.08","0.14","0.0","0","52","55","44"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-13","15.43","0.00","0.0","0","43","44","32"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-14","17.22","0.00","0.0","0","32","38","24"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-15","7.61","0.00","0.0","0","27","36","18"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-16","17.00","0.68","0.3","0","34","37","28"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-17","9.17","0.00","0.0","0","32","42","28"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-18","9.17","0.00","0.0","0","38","52","26"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-19","16.11","0.11","0.0","0","51","67","42"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-20","4.25","0.10","0.0","0","58","74","45"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-21","14.54","0.20","0.0","0","62","68","44"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-22","9.62","0.00","0.0","0","49","59","38"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-23","14.09","0.26","0.0","0","45","47","40"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-24","10.07","0.84","0.0","0","42","45","38"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-25","9.17","0.00","0.0","0","47","64","36"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-26","15.43","0.04","0.0","0","47","55","37"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-27","21.25","1.76","0.0","0","43","45","38"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-28","19.91","0.70","0.0","0","42","45","41"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-29","16.78","0.60","0.0","0","39","42","34"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-04-30","12.53","0.03","0.0","0","38","46","35"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-01","11.63","0.04","0.0","0","41","49","37"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-02","9.62","0.00","0.0","0","49","59","42"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-03","12.75","0.00","0.0","0","51","59","43"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-04","7.83","0.00","0.0","0","47","57","36"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-05","8.05","0.00","0.0","0","55","64","50"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-06","15.43","0.00","0.0","0","56","65","47"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-07","15.66","0.04","0.0","0","58","65","51"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-08","9.17","0.59","0.0","0","58","69","51"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-09","15.21","0.00","0.0","0","53","60","46"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-10","8.28","0.06","0.0","0","54","70","41"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-11","5.82","0.63","0.0","0","59","68","48"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-12","7.61","0.27","0.0","0","60","63","49"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-13","12.97","0.00","0.0","0","49","53","43"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-14","8.50","0.00","0.0","0","48","59","38"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-15","12.30","0.00","0.0","0","46","49","40"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-16","6.49","0.00","0.0","0","46","54","40"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-17","6.93","0.00","0.0","0","52","66","41"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-18","10.29","0.00","0.0","0","61","72","49"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-19","14.99","2.25","0.0","0","58","60","51"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-20","3.58","0.00","0.0","0","60","78","50"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-21","10.96","0.00","0.0","0","62","66","51"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-22","5.59","0.00","0.0","0","58","71","47"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-23","3.58","0.00","0.0","0","63","75","50"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-24","8.05","0.00","0.0","0","68","80","58"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-25","8.50","0.00","0.0","0","70","79","56"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-26","6.71","0.01","0.0","0","74","82","66"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-27","8.95","0.01","0.0","0","70","73","61"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-28","5.14","0.00","0.0","0","68","81","58"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-29","6.71","0.00","0.0","0","72","84","57"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-30","9.84","0.00","0.0","0","76","87","64"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2014-05-31","8.95","0.65","0.0","0","77","86","68"
